title,text,link,source
June 26 coronavirus news,"More than half of US states are seeing an increase in Covid-19 cases. In Texas, some bars have been ordered to close as officials fear ""apocalyptic"" surges if ...",CNN,https://www.news.google.com/./articles/CBMiUWh0dHBzOi8vd3d3LmNubi5jb20vd29ybGQvbGl2ZS1uZXdzL2Nvcm9uYXZpcnVzLXBhbmRlbWljLTA2LTI2LTIwLWludGwvaW5kZXguaHRtbNIBVWh0dHBzOi8vYW1wLmNubi5jb20vY25uL3dvcmxkL2xpdmUtbmV3cy9jb3JvbmF2aXJ1cy1wYW5kZW1pYy0wNi0yNi0yMC1pbnRsL2luZGV4Lmh0bWw?hl=en-PK&gl=PK&ceid=PK%3Aen
Florida Smashes Coronavirus Case Record: Nearly 9000 Positive Cases On Thursday,Florida suspends consumption of alcohol at bars as the state's daily count of coronavirus infections reaches nearly 9000 — smashing the earlier record set on ...,NPR,https://www.news.google.com/./articles/CAIiEIzmuvjLz97l76rzawFL59cqFggEKg4IACoGCAow9vBNMK3UCDCvpUk?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus: US reports record jump in new coronavirus cases — as it happened,Today's top stories: Pace of US jobless claims continues to slow. France to extend unemployment scheme for two years. Academics say antibody tests offer 'no ...,Financial Times,https://www.news.google.com/./articles/CAIiEDliRFHPA_96b7a6IURmGVoqFwgEKg8IACoHCAow-4fWBzD4z0gw8tp6?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus: New cases in US top 25000 for fifth straight day — as it happened,Today's top stories: The spread of Covid-19 has gathered pace with the situation deteriorating markedly in Latin America. China bans shipments from US Tyson ...,Financial Times,https://www.news.google.com/./articles/CAIiEKiZIyu8YbvJzKqdforedTAqFwgEKg8IACoHCAow-4fWBzD4z0gw8tp6?hl=en-PK&gl=PK&ceid=PK%3Aen
Florida and South Carolina Again Set Records as U.S. Coronavirus Cases Surge,"The Australian state of Victoria is bringing back preventive measures after a sudden spike in cases. As people gathered in Tulsa, Okla., for a campaign rally by ...",The New York Times,https://www.news.google.com/./articles/CAIiEH74mtGSv39r7qHZKTxWQmAqFwgEKg8IACoHCAowjuuKAzCWrzwwpoEY?hl=en-PK&gl=PK&ceid=PK%3Aen
L.A. County sees 'alarming' COVID-19 hospitalization rise,"In what officials Saturday described as an ""alarming"" increase, hospitalizations of patients with confirmed coronavirus infections in Los Angeles County have ...",Los Angeles Times,https://www.news.google.com/./articles/CAIiEJ-SZoXbHSg23uFEItEplJkqFwgEKg4IACoGCAowjKxcMOvhCzCU9KQB?hl=en-PK&gl=PK&ceid=PK%3Aen
"Coronavirus lockdown: Pints, weddings and trims across England as restrictions are relaxed",Thousands are descending on pubs and hairdressers across the nation after the biggest relaxation of lockdown restrictions yet.,Sky News,https://www.news.google.com/./articles/CBMifGh0dHBzOi8vbmV3cy5za3kuY29tL3N0b3J5L2Nvcm9uYXZpcnVzLWxvY2tkb3duLXBpbnRzLXdlZGRpbmdzLWFuZC10cmltcy1hY3Jvc3MtZW5nbGFuZC1hcy1yZXN0cmljdGlvbnMtYXJlLXJlbGF4ZWQtMTIwMjA4OTbSAYABaHR0cHM6Ly9uZXdzLnNreS5jb20vc3RvcnkvYW1wL2Nvcm9uYXZpcnVzLWxvY2tkb3duLXBpbnRzLXdlZGRpbmdzLWFuZC10cmltcy1hY3Jvc3MtZW5nbGFuZC1hcy1yZXN0cmljdGlvbnMtYXJlLXJlbGF4ZWQtMTIwMjA4OTY?hl=en-PK&gl=PK&ceid=PK%3Aen
"New coronavirus cases continue to rise in Delaware, up 192 since Thursday","Delaware announced 192 additional cases of coronavirus on Friday, continuing the trend of relatively large daily increases compared with two weeks ago ...",The News Journal,https://www.news.google.com/./articles/CAIiEOyO-j7uAbX5KI9WCqpGjOIqGQgEKhAIACoHCAowz8L_CjDllvkCMPrY9gU?hl=en-PK&gl=PK&ceid=PK%3Aen
"Coronavirus (COVID-19) Update: Daily Roundup June 19, 2020",The U.S. Food and Drug Administration today announced the following actions taken in its ongoing response effort to the COVID-19 pandemic: The FDA issued ...,FDA.gov,https://www.news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LmZkYS5nb3YvbmV3cy1ldmVudHMvcHJlc3MtYW5ub3VuY2VtZW50cy9jb3JvbmF2aXJ1cy1jb3ZpZC0xOS11cGRhdGUtZGFpbHktcm91bmR1cC1qdW5lLTE5LTIwMjDSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Today's coronavirus numbers – July 4,What's new today: Tests administered pass the 1 million mark.,The Outer Banks Voice,https://www.news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3Lm91dGVyYmFua3N2b2ljZS5jb20vMjAyMC8wNy8wNC90b2RheXMtY29yb25hdmlydXMtbnVtYmVycy1qdWx5LTQv0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Why coronavirus cases are rising but deaths are not, for now","The number of new coronavirus cases is surging in California, but the death toll is holding steady. The mortality rate is low mainly because most victims are ...",San Francisco Chronicle,https://www.news.google.com/./articles/CAIiECWZ209n2Ay4wMGJbQVa2TwqGQgEKhAIACoHCAowk-T4CjDyst8CMKGcxAU?hl=en-PK&gl=PK&ceid=PK%3Aen
"DNA Linked to Covid-19 Was Inherited From Neanderthals, Study Finds",The stretch of six genes seems to increase the risk of severe illness from the coronavirus.,The New York Times,https://www.news.google.com/./articles/CAIiEONY-4RBNPsPTmhPvOzZ5igqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?hl=en-PK&gl=PK&ceid=PK%3Aen
U.S. Sets Record for Daily New Cases as Virus Surges in South and West,"Public health officials in the United States reported 36880 new cases on Wednesday. Houston's intensive-care units are running out of available beds, the mayor ...",The New York Times,https://www.news.google.com/./articles/CAIiEE4lRKD32_vAw-Pj8TW20VgqFwgEKg8IACoHCAowjuuKAzCWrzwwxoIY?hl=en-PK&gl=PK&ceid=PK%3Aen
Honduran President Tests Positive,Scientists at the University of Oxford say they have identified a drug that can reduce coronavirus-related deaths. The virus flares in Beijing. Officials in Tulsa ...,The New York Times,https://www.news.google.com/./articles/CAIiEKbBjX6c4qkBqebig_gIomAqFwgEKg8IACoHCAowjuuKAzCWrzwwxoIY?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus Live News and Updates,Federal health officials will answer questions about the government's pandemic response. Further lockdowns have been announced in Germany after an ...,The New York Times,https://www.news.google.com/./articles/CAIiEKsblDn5cny2TtbJ49ofxbYqFwgEKg8IACoHCAowjuuKAzCWrzww5oEY?hl=en-PK&gl=PK&ceid=PK%3Aen
U.S. sets another single-day record for new coronavirus cases,"Across the United States, 39,327 new coronavirus infections were reported by state health departments on Thursday — surpassing the previous single-day ...",The Washington Post,https://www.news.google.com/./articles/CAIiELECO2DboooQM6lZ02fZKOcqGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus LIVE: Global cases top 11 million; India count nears 650000s,"Coronavirus update: The total number of coronavirus cases in India now stands at 649,889 and 18,669 people have died from the disease. Maharashtra, the ...",Business Standard,https://www.news.google.com/./articles/CAIiEG78TnTmZb3b3yMvfDtMBpYqGQgEKhAIACoHCAowsLXdCjCm3dEBMOThpAM?hl=en-PK&gl=PK&ceid=PK%3Aen
Covid-19 Luxembourg: 52 new confirmed cases of coronavirus in Friday update,The latest figures from the Ministry of Health show that 52 new cases of coronavirus have been recorded in the last 24 hours. This brings the total number of ...,RTL Today,https://www.news.google.com/./articles/CBMiM2h0dHBzOi8vdG9kYXkucnRsLmx1L25ld3MvbHV4ZW1ib3VyZy9hLzE1NDM3NjMuaHRtbNIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Chile health minister resigns amid coronavirus row: Live updates,The health ministry had been accused of tallying deaths using a method that did not reflect the scale of the toll.,Al Jazeera English,https://www.news.google.com/./articles/CAIiEBtjwIvvg0BrycoLxOWmblUqFAgEKgwIACoFCAowhgIwkDgw0O8B?hl=en-PK&gl=PK&ceid=PK%3Aen
"Coronavirus: What we know today, July 3","Follow this post for rolling updates on the impact of the coronavirus in South Australia, the nation and the world.",InDaily,https://www.news.google.com/./articles/CBMiTWh0dHBzOi8vaW5kYWlseS5jb20uYXUvbmV3cy8yMDIwLzA3LzAzL2Nvcm9uYXZpcnVzLXdoYXQtd2Uta25vdy10b2RheS1qdWx5LTMv0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Today's Iowa coronavirus update for July 2, 2020",Here are the latest coronavirus numbers in Northeast Iowa and statewide:,WCF Courier,https://www.news.google.com/./articles/CAIiEOT2v5-UjJ1CTyWNd5EKjMgqGQgEKhAIACoHCAowgsD1CjDns9wCMNS80wM?hl=en-PK&gl=PK&ceid=PK%3Aen
Today's coronavirus numbers – July 2,What's new today: Nearly 29000 new tests reported today.,The Outer Banks Voice,https://www.news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3Lm91dGVyYmFua3N2b2ljZS5jb20vMjAyMC8wNy8wMi90b2RheXMtY29yb25hdmlydXMtbnVtYmVycy1qdWx5LTIv0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
China Defends Its Coronavirus Response,Government officials denied they had suppressed information about the outbreak and said China had set a strong example for how to combat it.,The New York Times,https://www.news.google.com/./articles/CAIiECcJz3MNYQzx_JASqLWDiIMqFwgEKg8IACoHCAowjuuKAzCWrzwwxoIY?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus: How does the UK's death toll compare with other countries?,"The UK currently has the third highest number of recorded coronavirus deaths in the world. Only the United States and Brazil have had more, and both countries ...",BBC News,https://www.news.google.com/./articles/CBMiJ2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC01MzA3ODM2ONIBK2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtNTMwNzgzNjg?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus (what you need to know today): Cincinnati passes mandatory mask ordinance,"As of Friday afternoon, there have been at least 55257 confirmed or probable cases in the state, 2903 deaths, and 8084 hospitalizations, according to the Ohio ...",WHIO Radio,https://www.news.google.com/./articles/CBMihQFodHRwczovL3d3dy53aGlvLmNvbS9ob21lL2Nvcm9uYXZpcnVzLXdoYXQteW91LW5lZWQta25vdy10b2RheS1jaW5jaW5uYXRpLXBhc3Nlcy1tYW5kYXRvcnktbWFzay1vcmRpbmFuY2UvSllVNDJXUlYzVkZNN0tWVllWWUJOUFlNREkv0gGUAWh0dHBzOi8vd3d3LndoaW8uY29tL2hvbWUvY29yb25hdmlydXMtd2hhdC15b3UtbmVlZC1rbm93LXRvZGF5LWNpbmNpbm5hdGktcGFzc2VzLW1hbmRhdG9yeS1tYXNrLW9yZGluYW5jZS9KWVU0MldSVjNWRk03S1ZWWVZZQk5QWU1ESS8_b3V0cHV0VHlwZT1hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
Sindh's coronavirus death toll surpasses 1000 mark,C: Highest single-day fatalities and infections reported in the province so far.,The Express Tribune,https://www.news.google.com/./articles/CBMiV2h0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjQ2MTI1LzEtc2luZGhzLWNvcm9uYXZpcnVzLWRlYXRoLXRvbGwtc3VycGFzc2VzLTEwMDAtbWFya9IBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus (COVID-19) Update: FDA Revokes Emergency Use Authorization for Chloroquine and Hydroxychloroquine,"Today, the U.S. Food and Drug Administration (FDA) revoked the emergency use authorization (EUA) that allowed for chloroquine phosphate and ...",FDA.gov,https://www.news.google.com/./articles/CBMihwFodHRwczovL3d3dy5mZGEuZ292L25ld3MtZXZlbnRzL3ByZXNzLWFubm91bmNlbWVudHMvY29yb25hdmlydXMtY292aWQtMTktdXBkYXRlLWZkYS1yZXZva2VzLWVtZXJnZW5jeS11c2UtYXV0aG9yaXphdGlvbi1jaGxvcm9xdWluZS1hbmTSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus: US daily infections jump the most in seven weeks — as it happened,Today's top stories: Apple will close some US stores as Covid-19 cases rise. UK medical officers report a steady decrease in new cases of the virus and ...,Financial Times,https://www.news.google.com/./articles/CAIiEDliRFHPA_96b7a6IURmGVoqFwgEKg8IACoHCAow-4fWBzD4z0gwwtp6?hl=en-PK&gl=PK&ceid=PK%3Aen
"Brazil Passes 1 Million Coronavirus Cases, Adding 54,000 in a Day",California orders residents to wear masks in most indoor situations. The guidance comes as face coverings become a political flash point. A federal agency has ...,The New York Times,https://www.news.google.com/./articles/CAIiEGxD-aoxTAkifJqjZbqTdMwqFwgEKg8IACoHCAowjuuKAzCWrzwwloIY?hl=en-PK&gl=PK&ceid=PK%3Aen
Today's coronavirus numbers – July 3,What's new today: Records highs today in new daily cases (2099) and hospitalizations (951).,The Outer Banks Voice,https://www.news.google.com/./articles/CBMiTWh0dHBzOi8vd3d3Lm91dGVyYmFua3N2b2ljZS5jb20vMjAyMC8wNy8wMy90b2RheXMtY29yb25hdmlydXMtbnVtYmVycy1qdWx5LTMv0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Restaurant fined $10,000 for violating coronavirus restrictions: Today in Pa.","You can listen to the latest episode of “Today in Pa” at this link, or on your favorite app including Alexa, Apple, Google, Spotify and Stitcher. Episodes are ...",PennLive,https://www.news.google.com/./articles/CAIiEJKg0W4PpPgIXdPFp4yv9Z4qGQgEKhAIACoHCAowmbr7CjCBlPQCMMnGoAY?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus news live updates: Relaxations in Chennai lockdown to come in effect from July 6,"With over 22771 cases recorded in the last 24 hours, India on Saturday hit a new record single-day spike record and 442 deaths. India has so far tested around ...",Deccan Herald,https://www.news.google.com/./articles/CBMimwFodHRwczovL3d3dy5kZWNjYW5oZXJhbGQuY29tL25hdGlvbmFsL2Nvcm9uYXZpcnVzLW5ld3MtbGl2ZS11cGRhdGVzLWFydW5hY2hhbC1wcmFkZXNoLWRlY2xhcmVzLXdlZWstbG9uZy10b3RhbC1sb2NrZG93bi1pbi1pdGFuYWdhci1mcm9tLWp1bHktNi04NTYyMDYuaHRtbNIBnwFodHRwczovL3d3dy5kZWNjYW5oZXJhbGQuY29tL2FtcC9uYXRpb25hbC9jb3JvbmF2aXJ1cy1uZXdzLWxpdmUtdXBkYXRlcy1hcnVuYWNoYWwtcHJhZGVzaC1kZWNsYXJlcy13ZWVrLWxvbmctdG90YWwtbG9ja2Rvd24taW4taXRhbmFnYXItZnJvbS1qdWx5LTYtODU2MjA2Lmh0bWw?hl=en-PK&gl=PK&ceid=PK%3Aen
Catalan government confines residents of Segrià in Lleida due to rising coronavirus cases,"The Catalan regional government on Saturday confined residents of the comarca of Segrià, in Lleida, given the rising number of coronavirus cases that have ...",EL PAÍS in English,https://www.news.google.com/./articles/CBMijAFodHRwczovL2VuZ2xpc2guZWxwYWlzLmNvbS9zb2NpZXR5LzIwMjAtMDctMDQvY2F0YWxhbi1nb3Zlcm5tZW50LWNvbmZpbmVzLXJlc2lkZW50cy1vZi1zZWdyaWEtaW4tbGxlaWRhLWR1ZS10by1yaXNpbmctY29yb25hdmlydXMtY2FzZXMuaHRtbNIBmwFodHRwczovL2VuZ2xpc2guZWxwYWlzLmNvbS9zb2NpZXR5LzIwMjAtMDctMDQvY2F0YWxhbi1nb3Zlcm5tZW50LWNvbmZpbmVzLXJlc2lkZW50cy1vZi1zZWdyaWEtaW4tbGxlaWRhLWR1ZS10by1yaXNpbmctY29yb25hdmlydXMtY2FzZXMuaHRtbD9vdXRwdXRUeXBlPWFtcA?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus latest: Four new infections confirmed in Bedford,"Four new coronavirus ifections have been confirmed in Bedford in the last 24 hours, according to Public Health England.",Bedford Today,https://www.news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LmJlZGZvcmR0b2RheS5jby51ay9oZWFsdGgvY29yb25hdmlydXMvY29yb25hdmlydXMtbGF0ZXN0LWZvdXItbmV3LWluZmVjdGlvbnMtY29uZmlybWVkLWJlZGZvcmQtMjkwMzcwNdIBdmh0dHBzOi8vd3d3LmJlZGZvcmR0b2RheS5jby51ay9oZWFsdGgvY29yb25hdmlydXMvY29yb25hdmlydXMtbGF0ZXN0LWZvdXItbmV3LWluZmVjdGlvbnMtY29uZmlybWVkLWJlZGZvcmQtMjkwMzcwNT9hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
Sen. Jeff Merkley wants to ban sale of middle seats on airplanes during coronavirus pandemic,WASHINGTON — A Democratic senator said Friday he would introduce a bill to ban the sale of middle seats on airplanes for the duration of the coronavirus ...,USA TODAY,https://www.news.google.com/./articles/CAIiEDXZ1LCzIm53a1aJoNSdQM0qGQgEKhAIACoHCAowjsP7CjCSpPQCMM_b5QU?hl=en-PK&gl=PK&ceid=PK%3Aen
Surging Coronavirus Cases Push Latin America ‘to the Limit’,"The U.S. caseload, already the world's highest, is approaching two million. A book about the fall of France in 1940 has become a hit during the pandemic.",The New York Times,https://www.news.google.com/./articles/CAIiEPfZAKV3ipIjPvds8Sn-TOMqFwgEKg8IACoHCAowjuuKAzCWrzww5oEY?hl=en-PK&gl=PK&ceid=PK%3Aen
Several Coronavirus Treatments Besides Remdesivir Show Promise : Shots - Health News,"Right now, there is only one drug shown by rigorous scientific testing to be helpful for treating COVID-19. That drug is the antiviral medication called remdesivir, ...",NPR,https://www.news.google.com/./articles/CAIiEPs9HazybnuRZylx9Pd-xIsqFggEKg4IACoGCAow9vBNMK3UCDCvpUk?hl=en-PK&gl=PK&ceid=PK%3Aen
NBC News Morgan Chesky details 'mental fog' after contracting coronavirus,NBC News correspondent Morgan Chesky shared a tweet explaining how he's doing while revealing he has the coronavirus.,TODAY,https://www.news.google.com/./articles/CAIiELRVhoeWme8Bh07E_JTWUrkqGQgEKhAIACoHCAowrYaCCzD3xf4CMJ6G8gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus Vaccine Tracker,"Researchers around the world are developing more than 145 vaccines against the coronavirus, and 21 vaccines are in human trials. Vaccines typically require ...",The New York Times,https://www.news.google.com/./articles/CBMiUWh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2ludGVyYWN0aXZlLzIwMjAvc2NpZW5jZS9jb3JvbmF2aXJ1cy12YWNjaW5lLXRyYWNrZXIuaHRtbNIBVWh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2ludGVyYWN0aXZlLzIwMjAvc2NpZW5jZS9jb3JvbmF2aXJ1cy12YWNjaW5lLXRyYWNrZXIuYW1wLmh0bWw?hl=en-PK&gl=PK&ceid=PK%3Aen
Live Stock Market News During the Coronavirus Pandemic,The latest on stock market and business news during the coronavirus outbreak.,The New York Times,https://www.news.google.com/./articles/CAIiEIgCbWVnUDmcCnTxSc_5vHkqFwgEKg8IACoHCAowjuuKAzCWrzwwloEY?hl=en-PK&gl=PK&ceid=PK%3Aen
"Dallas County reports record 1,103 coronavirus cases, continuing its skyward trajectory","Dallas County reported 1103 new coronavirus cases Saturday, setting a daily record for the fourth time this week and continuing the sharp rise of recent...",The Dallas Morning News,https://www.news.google.com/./articles/CBMinQFodHRwczovL3d3dy5kYWxsYXNuZXdzLmNvbS9uZXdzL3B1YmxpYy1oZWFsdGgvMjAyMC8wNy8wNC9kYWxsYXMtY291bnR5LXJlcG9ydHMtMTEwMy1uZXctY29yb25hdmlydXMtY2FzZXMtc2V0dGluZy1kYWlseS1yZWNvcmQtZm9yLXRoZS1mb3VydGgtdGltZS10aGlzLXdlZWsv0gGsAWh0dHBzOi8vd3d3LmRhbGxhc25ld3MuY29tL25ld3MvcHVibGljLWhlYWx0aC8yMDIwLzA3LzA0L2RhbGxhcy1jb3VudHktcmVwb3J0cy0xMTAzLW5ldy1jb3JvbmF2aXJ1cy1jYXNlcy1zZXR0aW5nLWRhaWx5LXJlY29yZC1mb3ItdGhlLWZvdXJ0aC10aW1lLXRoaXMtd2Vlay8_b3V0cHV0VHlwZT1hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
China Shuts Vast Beijing Market as It Hunts Coronavirus Cluster,The C.D.C. projects up to 140000 deaths in the U.S. by early July. A bat expert navigates a political minefield. Dozens of members of the Guatemalan president's ...,The New York Times,https://www.news.google.com/./articles/CAIiEOmsN9sP_aNw2nqygumvmKcqFwgEKg8IACoHCAowjuuKAzCWrzwwxoIY?hl=en-PK&gl=PK&ceid=PK%3Aen
Map: Track this summer's coronavirus hot spots across the U.S.,New coronavirus cases are declining in states hit hard in the spring. Track this summer's coronavirus hot spots across the United States. Updated daily.,NBC News,https://www.news.google.com/./articles/CAIiEDP0TMQBBkzlDVKGTXsPtb4qGQgEKhAIACoHCAowvIaCCzDnxf4CMN2F8gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Covid-19: Pakistan's magic hat of numbers?,"Numbers don't lie but those who collect them could, and do.",The Express Tribune,https://www.news.google.com/./articles/CBMiTGh0dHBzOi8vdHJpYnVuZS5jb20ucGsvc3RvcnkvMjI1MzM0Ni9jb3ZpZC0xOS1wYWtpc3RhbnMtbWFnaWMtaGF0LW9mLW51bWJlcnPSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan's COVID-19 recoveries pass 100000,"KARACHI, Pakistan. Pakistan's coronavirus recoveries are now above 100,000, while the number of total confirmed cases has passed 210,000, the Health ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiWGh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW5zLWNvdmlkLTE5LXJlY292ZXJpZXMtcGFzcy0xMDAtMDAwLzE4OTU1OTDSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan reports 3,387 new Covid-19 cases","Pakistan News: ISLAMABAD: Pakistan reported 3387 new coronavirus cases and 68 deaths during the last 24 hours, taking the total number of cases in the ...",Times of India,https://www.news.google.com/./articles/CAIiEBYLW2ywjy0Tyb6SeQU9DVwqGQgEKhAIACoHCAowzrL9CjDC7vQCMOXc1gU?hl=en-PK&gl=PK&ceid=PK%3Aen
COVID-19 Takes a Toll on Pakistan's Transgender Community,"Kainat (name changed) is a sex worker. A transgender woman in her mid-40s, she lives with fellow transgender people in a shabby house in the impoverished ...",The Diplomat,https://www.news.google.com/./articles/CBMiWWh0dHBzOi8vdGhlZGlwbG9tYXQuY29tLzIwMjAvMDcvY292aWQtMTktdGFrZXMtYS10b2xsLW9uLXBha2lzdGFucy10cmFuc2dlbmRlci1jb21tdW5pdHkv0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan COVID-19 cases top 206,000","Daily numbers of new cases and deaths declining since June 19, official data shows - Anadolu Agency.",Anadolu Agency,https://www.news.google.com/./articles/CBMiUWh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tY292aWQtMTktY2FzZXMtdG9wLTIwNi0wMDAvMTg5MzE0NdIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 – Situation Report (as of 01 July 2020) - Pakistan,"English Situation Report on Pakistan about Agriculture, Food and Nutrition, Epidemic, Insect Infestation and more; published on 01 Jul 2020 by OCHA.",ReliefWeb,https://www.news.google.com/./articles/CAIiEAu7XtLDFfY9Yx2E-PRltr0qGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus in Pakistan: Blood plasma in high demand to cure COVID-19 patients,The public healthcare system in Pakistan is on the brink of collapse as health authorities struggle to cope with an increasing number of coronavirus cases.,Deutsche Welle,https://www.news.google.com/./articles/CBMiNWh0dHBzOi8vd3d3LmR3LmNvbS9lbi9jb3JvbmF2aXJ1cy1wYWtpc3Rhbi9hLTU0MDE2NTUz0gE1aHR0cHM6Ly9hbXAuZHcuY29tL2VuL2Nvcm9uYXZpcnVzLXBha2lzdGFuL2EtNTQwMTY1NTM?hl=en-PK&gl=PK&ceid=PK%3Aen
